/media/khurram/New Volume1/proptexx/datasets/empty_room/000660f2-0692-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/5c099a90-1bbe-11ee-9764-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/5c099a91-1bbe-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/0128927f-1bc4-11ee-9764-1ba2edf4633a.jpg,1,Closet
/media/khurram/New Volume1/proptexx/datasets/empty_room/0c9d6407-0691-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/0cae28a2-1bbf-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/0cae28a3-1bbf-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/ce10264c-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/96f298aa-0084-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/cf285546-0691-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/cf285547-0691-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/979d2716-05e8-11ee-88a3-e7301944ec8f.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/979ff023-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/979ff024-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/25da03bd-05e6-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/a9bc9ae0-1bc7-11ee-9765-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/a9bc9ae1-1bc7-11ee-9765-1ba2edf4633a.jpg,1,Terrace
/media/khurram/New Volume1/proptexx/datasets/empty_room/9de7f5d2-05e9-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/7c1dff0d-1bb3-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/7c40e0e9-007a-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/5337cdf0-0142-11ee-ae87-3d1dadeb84a3.jpg,1,Lobby
/media/khurram/New Volume1/proptexx/datasets/empty_room/5c63921c-0148-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/5d32302e-0072-11ee-a4d1-55c2ae9c50a2.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/5d40cbfe-007a-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/5d62a834-1bb2-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/648.jpg,1,Office
/media/khurram/New Volume1/proptexx/datasets/empty_room/64855b46-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/64855b47-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Conservatory
/media/khurram/New Volume1/proptexx/datasets/empty_room/64855b48-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/effd4c97-05e9-11ee-88a3-e7301944ec8f.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/11bf68a3-1bc8-11ee-9766-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/315a69f4-1a61-11ee-89c3-25f22521e6cd.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/c173598b-1bb3-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/c177a9cd-0065-11ee-a4d1-55c2ae9c50a2.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/9e052f30-1bbf-11ee-9764-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/9e399430-05e6-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/9ed4f8f6-0147-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/014005bc-0058-11ee-a4d1-55c2ae9c50a2.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/06423fd0-1a66-11ee-89c3-25f22521e6cd.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/57ea7478-1bc5-11ee-9765-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/57ea7479-1bc5-11ee-9765-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/57ea747a-1bc5-11ee-9765-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/57efbd5d-0081-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/d3664810-1bc6-11ee-9765-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/4d763246-1bc2-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/4596c69f-1bc2-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/37b79509-0143-11ee-ae87-3d1dadeb84a3.jpg,1,Conservatory
/media/khurram/New Volume1/proptexx/datasets/empty_room/8cb2aec0-0692-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/8cb2aec2-0692-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/8cba250d-1bcc-11ee-9766-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/b340ebea-0146-11ee-ae87-3d1dadeb84a3.jpg,1,Bathroom
/media/khurram/New Volume1/proptexx/datasets/empty_room/2347.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/730e429a-007f-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/731d2c9a-1bc0-11ee-9764-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/731d2c9b-1bc0-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/5e2da1f3-1bc5-11ee-9765-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/61438ac9-0086-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/6148a615-0691-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/ecc7831d-0692-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/b7c331db-0141-11ee-ae87-3d1dadeb84a3.jpg,1,Balcony
/media/khurram/New Volume1/proptexx/datasets/empty_room/b7c331de-0141-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/c2d05fb6-0144-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/28204c8f-1bbd-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/9b2006e4-007a-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/0f0c3195-0147-11ee-ae87-3d1dadeb84a3.jpg,1,Terrace
/media/khurram/New Volume1/proptexx/datasets/empty_room/0f0c3196-0147-11ee-ae87-3d1dadeb84a3.jpg,1,Terrace
/media/khurram/New Volume1/proptexx/datasets/empty_room/3039bd7e-007e-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/66e3d19c-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/66e3d19d-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/1973dabd-1bb7-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/33ba6823-3547-4c85-bbd5-9d4ca896c7ae.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/80dbc4d5-0691-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/aa53e54b-0145-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/aa720454-0072-11ee-a4d1-55c2ae9c50a2.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/7017751a-1bba-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/701c56d0-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/c372e3f4-0079-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/c403657d-1bbe-11ee-9764-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/c454606e-05e6-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/4f9291ea-05e8-11ee-88a3-e7301944ec8f.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/4f9291eb-05e8-11ee-88a3-e7301944ec8f.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/992fff40-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/9932ff00-05e9-11ee-88a3-e7301944ec8f.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/9932ff01-05e9-11ee-88a3-e7301944ec8f.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/993dcc4a-0086-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/20220519123837490764000000-o.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/20220519123837544116000000-o.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/20220519123837769383000000-o.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/20220519123837826995000000-o.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/20220519123837882360000000-o.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/88c4a126-0073-11ee-a4d1-55c2ae9c50a2.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/81876fb7-1bca-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/81d160de-1bc1-11ee-9764-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/dcc972d3-1bcc-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/e36cb3ce-1a5f-11ee-89c3-25f22521e6cd.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/2855b3a8-05ea-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/272d4058-05e6-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/272d4059-05e6-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/272dca3a-1bbe-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/20230303142152010099000000-o.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/0ea63c8f-1bc0-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/0ea9a265-0146-11ee-ae87-3d1dadeb84a3.jpg,1,Lobby
/media/khurram/New Volume1/proptexx/datasets/empty_room/0ea9a267-0146-11ee-ae87-3d1dadeb84a3.jpg,1,Computer Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/4151ccf6-0082-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/d17f6cc7-1bc5-11ee-9765-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/141c7464-1bbe-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/47a6cbfe-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/47a6cc00-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Kitchen
/media/khurram/New Volume1/proptexx/datasets/empty_room/41ab41b8-1bbd-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/41cc7649-1bbe-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/41fe45c2-0694-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/223aea23-0143-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/17ffe2d2-1bb9-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/184b465b-1bc8-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/67cd1920-0143-11ee-ae87-3d1dadeb84a3.jpg,1,Terrace
/media/khurram/New Volume1/proptexx/datasets/empty_room/67cf1af2-0145-11ee-ae87-3d1dadeb84a3.jpg,1,Terrace
/media/khurram/New Volume1/proptexx/datasets/empty_room/67d3b02a-1bc5-11ee-9765-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/345594952_143201255402368_7719502687732760838_n.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/345596681_3428894347438149_1638825448942094603_n.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/345597154_161079700010815_7578786110904169418_n.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/345625760_202358372648019_3299961199246128251_n.jpg,1,Closet
/media/khurram/New Volume1/proptexx/datasets/empty_room/345629028_262219919615446_3936455787626992044_n.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/17833f6a-1bbf-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/17833f6b-1bbf-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/f223beff-0147-11ee-ae87-3d1dadeb84a3.jpg,1,Terrace
/media/khurram/New Volume1/proptexx/datasets/empty_room/2e021806-0693-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/86c4cbcc-0143-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/9bfb918c-0142-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/ac4d3c96-0144-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/ac4dcbd1-1bc7-11ee-9765-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/591297c5-1bc8-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/ddd0a4b8-0144-11ee-ae87-3d1dadeb84a3.jpg,1,Closet
/media/khurram/New Volume1/proptexx/datasets/empty_room/ddd0a4ba-0144-11ee-ae87-3d1dadeb84a3.jpg,1,Bathroom
/media/khurram/New Volume1/proptexx/datasets/empty_room/dec26022-1bb2-11ee-9762-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/dec26025-1bb2-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/ca9d0075-0691-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/cab3fafa-0147-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/4466ef59-05ea-11ee-88a3-e7301944ec8f.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/d462407c-0080-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/b6a2b3bb-0147-11ee-ae87-3d1dadeb84a3.jpg,1,Terrace
/media/khurram/New Volume1/proptexx/datasets/empty_room/1a003900-1bc9-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/1a003901-1bc9-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/94ecaa9d-1bc2-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/ee0325de-1a5f-11ee-89c3-25f22521e6cd.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/3b357152-1bc5-11ee-9764-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/745d0846-1bc0-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/7462ca8c-0147-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/794b4c5c-1bc5-11ee-9765-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/795365dc-05e7-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/795365dd-05e7-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/7958b91e-0142-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/795b6570-1a5f-11ee-89c3-25f22521e6cd.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/54a9bec8-1bba-11ee-9762-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/54ae1793-1bc5-11ee-9764-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/2a14ce1e-0693-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/2a14ce1f-0693-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/2a18c66e-1bc8-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/2ad6aa53-006c-11ee-a4d1-55c2ae9c50a2.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/4bb1466c-1bcc-11ee-9766-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/4bb1466d-1bcc-11ee-9766-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/2181122d-007a-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/c8ad64c8-068e-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/c8ad64c9-068e-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/c8adfaea-0146-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/c8b86b66-05e9-11ee-88a3-e7301944ec8f.jpg,1,Porch
/media/khurram/New Volume1/proptexx/datasets/empty_room/a312e8c9-05e9-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/a413bd90-0082-11ee-ae87-3d1dadeb84a3.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/ac53cc00-1bc8-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/ad78af2c-0059-11ee-a4d1-55c2ae9c50a2.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/eaa0c754-0079-11ee-ae87-3d1dadeb84a3.jpg,1,Cinema Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/eab2832c-068f-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/81ea6696-1bcc-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/81ea6697-1bcc-11ee-9766-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/81ea6698-1bcc-11ee-9766-1ba2edf4633a.jpg,1,Living Room
/media/khurram/New Volume1/proptexx/datasets/empty_room/830680f3-1bca-11ee-9766-1ba2edf4633a.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/90a051d4-0146-11ee-ae87-3d1dadeb84a3.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/7159af89-0143-11ee-ae87-3d1dadeb84a3.jpg,1,Terrace
/media/khurram/New Volume1/proptexx/datasets/empty_room/721d9316-05ea-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/721d9317-05ea-11ee-88a3-e7301944ec8f.jpg,1,Basement
/media/khurram/New Volume1/proptexx/datasets/empty_room/a0fa4727-0147-11ee-ae87-3d1dadeb84a3.jpg,1,Bedroom
